tid,text,keyphrases
927037109701144576,Too bad I have to sleep with my little chunks because she's having trouble breathing  gotta sneak some nebulizer time in while she's sleepn,little chunks because she's having trouble breathing
927013746349871104,And Jonathan last season. Billy hopped up on steroids or something tho. Something is off with that nigga. https://t.co/93jDGnERkG,"jonathan last season,something is off with that nigga,steroids or something"
924356873729355776,Occupational exposure and asthma control. https://t.co/jrDPvFLUbE,occupational exposure and asthma control
925698483159535616,@Pirate_Life_ A Dr told me that he wouldnt diag asthma 4 my wheezing kid cos it would stick with my child 4rest https://t.co/6Qj9uAoE1F,"diag asthma,stick with my child 4rest"
924847608589303808,My asthma is acting up for the first time in a long time and I'm probably not gonna sleeo much bc idk where my inhaler is fml,"asthma is acting,first time,long time"
926877095451680774,"@bigrare_ And while Lg diaphragm Condenser mics are usually super expensive, Audio Technica AT2020 starts at $99, a https://t.co/MuECLHTIah","audio technica,diaphragm condenser mics"
926039277259182080,Very important to make sure people with asthma are aware of this so they can prepare if they think they are about t https://t.co/4TpYnoJIV9,very important to make sure people with asthma
927383379250577408,@heynikkipoo Good to hear. I wish the pneumonia complication recedes.,pneumonia complication recedes
926884423752175616,Anabolic androgenic steroids may be associated with early coronary artery disease https://t.co/Vt6p6BPLt5,"anabolic androgenic steroids,early coronary artery disease"
923980961825656832,This happened to one of my group members - I though people had moved on from using the diagnoses asthma and copd https://t.co/hTCID1d5y8,"diagnoses asthma,group members,people had moved on from using"
924686420513505280,Just when we think we got Xavier's asthma under control we're back at square 1,xavier's asthma under control we're back at square
926919564147023872,"@SolicitousPhoto &lt; catch pneumonia and die."" She'd snort glancing over her shoulder at him. ""Being the first child and all, she didn't &gt;","first child,snort glancing over her shoulder"
926271372254416896,"@OliverWicks this happened to me not with sneezing but with using an asthma puffer,,,,,,",asthma puffer
927490972228886528, orz RT jt_sports: Daisuke Murakami pulls out of NHK Trophy with pneumonia https://t.co/69PCKvBNhQ,daisuke murakami pulls out of nhk trophy with pneumonia
922943273680871424,@CanidaDry Imma go tomorrow. Had to get my seasonal asthma under control this morning,seasonal asthma under control this morning
926745467689484294,@JuicyJu11 @LulamaLewis Mrs Waldecks class on steroids,mrs waldecks class on steroids
926938093998948353,Anabolic androgenic steroids may be associated with early coronary artery disease https://t.co/816ynSISI4,"anabolic androgenic steroids,early coronary artery disease"
927415634786271232,yes i love having asthma and not being able to breath as soon as i lay down and get comfortable ,"able to breath,asthma and not being"
926834828321816579,"RT @faizaMalic: #PrecautionsAgainstSmog

If you suffer from asthma, exposure to high levels of ozone from smog can trigger asthma attacks.","exposure to high levels,trigger asthma attacks"
927193465145970688,@DrJenGunter @MDaware Maybe she should be advocating for universal coverage of asthma medication instead.,advocating for universal coverage of asthma medication
927554863210336256,New asthma clinical trial: Nebulized Heparin and Salbutamol in Mechanically Ventilated Patients With AECOPD https://t.co/Dnp0aCx26R,"heparin and salbutamol in mechanically ventilated patients with aecopd,new asthma clinical trial"
923885208579051520,#Medicalnet  Dogs may protect children from allergic eczema and asthma https://t.co/enD88GENf4,protect children from allergic eczema and asthma
924514246758686721,Towards safer oral immunotherapy for food allergy and allergic asthma is still increasing in prevalence. https://t.co/lBWaY0J7il,oral immunotherapy for food allergy and allergic asthma is still increasing
927332070954864640,@_LoveeCandy Girl gone have  pneumonia ,girl gone have pneumonia
926089421987950593,"@ThatBloke_Jesus After an asthma attack I went 2c a doctor&amp; he look @me &amp; said""TAKE THY CART&amp; GO, 4THY FAITH HAS HE https://t.co/5An7QXnXQC",asthma attack
926664531585261568,"RT @FierceHealthIT: Yesterday, @Nemours launched a new asthma app, which sets the stage for a long-term digital consolidation https://t.co/",stage for a long-term digital consolidation
924801871121809408,Im pretty happy about the PSA I wrote for indoor asthma triggers in children. Its super depressing. God I love my major. #publichealth,happy about the psa i wrote for indoor asthma triggers in children
925205787705823232,"Like, they keep emailing asking why Im not responding everyday. Bitch, because my asthma got me on 2 steroids and constant treatments.","emailing asking why im not responding,steroids and constant treatments"
927590969507270657,"More than 10 asthma patients visits civil hospital regularly, due to stubbleburning https://t.co/SnhiRgiAQx https://t.co/lN8B9XQNbG","due to stubbleburning,more than 10 asthma patients visits civil hospital"
926858156994469888,@aaronlinde sneezing is your soul trying to escape. Penny knows what's up. She saved you.,soul trying to escape
926380740194992128,@bingojackson Thanks . Yes it's for asthma op.,
927044790704799744,"@jedigoodman Silva is old, washed up and without steroids  would get destroyed by gsp imo",gsp imo
924433471216410627,RT @stephaniehikaru: Blunt blowin got asthma so I guess Im lil weezy https://t.co/SDE4ODvmuw,blunt blowin got asthma
925677143282950144,"@realDonaldTrump Coal kills and causes illnesses like asthma &amp; lung cancer, but u don't care about that, do u? U ju https://t.co/DgxBnRswon","coal kills and causes illnesses like asthma,lung cancer"
924687955498881024,"@sigridellis I think the lack of asthma meds would kill me faster than the lack of pain meds, but yeah.","lack of asthma,lack of pain meds"
925921954640510978,"Guess where we are... Again! Good old Emerg people. We went from cold, asthma attack, flu, https://t.co/fVrZVMnic5","asthma attack,good old emerg people"
926991283041787909,@karenintulsa Yes that too. Drives me nuts when people say that. Or youll get pneumonia for going to bed with wet hair. SMH...,"nuts when people,pneumonia for going"
922629875550380032,"Liz Beck is like a little chemical fairy bringing cancer and asthma to a town near you. Thanks @chrislhayes, read https://t.co/bJH5FCK7vq",little chemical fairy bringing cancer and asthma
924513322312929280,"now is not the time to have an asthma attack, if you dont breathe correctly, Ill make you breathe correctly",asthma attack
927684111766081536,RT @spoopy_handle: Im on nebulizer treatments &amp; Prednisone for my asthma. Making me super jittery. Hard to sleep. ,"hard to sleep,nebulizer treatments,prednisone for my asthma"
927558751393144833,@nictardanico21 @usafootball Ayy You want them steroids I been trying to call you for them but you havent been pic https://t.co/2WiWg12asK,
926376599150145536,Damn these asthma attacks,asthma attacks
926789162333642752,@RonLPitts He borrowed some of Manchelle's steroids,manchelle's steroids
927245606766153728,You only say that cuz your terrible asthma and sinuses can't handle seasoned food https://t.co/cPl4D0BW7k,terrible asthma and sinuses can't handle seasoned food
926244688079802368,"@AsthmaIreland Just out of hospital after bad asthma attack, could really use this for my house. #competition",hospital after bad asthma attack
927187071890067456,@Laverne_jpg Man's got asthma,man's got asthma
927014137254825984,RT @YoungCurryPowda: I got asthma at 25 https://t.co/zaC2RYPlBc,
925267653781962757,"RT @asthmauk: Everyone needs to know what to do if a child has an asthma attack.
Please RT.
https://t.co/mN5FUjgAwF ",child has an asthma attack
925246127733014529,I should've listened to my body before now I have to deal with my asthma and bronchitis again  zayum,deal with my asthma and bronchitis
925856215867035648,I literally cannot breathe I got asthma from laughing this is karma as its finest,asthma from laughing this is karma
926890776398876672,@HotlineJosh Good goddess. The woman is flat out nuts. Thinks she's all-powerful did she? Hillary had pneumonia ffs https://t.co/r5FXQmoXRK,"good goddess,hillary had pneumonia ffs,woman is flat out nuts"
922909625913151489,"@rondamclay Och I know, I just worry...it's his asthma y'see......",
927677890287763456,@RoyaIBlood @knightbomber_98 Sadly my dad has asthma and would die if he smoked anything,sadly my dad has asthma
926649918567206912,I conked out so early! Was having the best sleep in the world! Thank you God....then I just woke up 2 my daughter having an asthma attack ,"best sleep,daughter having an asthma attack"
923858149303635969,Functional phenotypes determined by fluctuation-based clustering of lung function measurements in health &amp; asthma https://t.co/D9GFGBqEMR,functional phenotypes determined by fluctuation-based clustering of lung function measurements in health
924747864105943040,So Ive either been having an asthma attack for 4 hours or I have a chest infection. Wonderful. Goodnight.,"asthma attack for 4 hours,chest infection"
924778951398121472,my sister just called me dog a thirsty hoe and i laughed so hard it gave me an asthma attack ,"asthma attack,thirsty hoe"
923756600183197696,RT @MissJupiter1957: @NassimBnchabane There's never been any explanation of why #CedricDunn had no asthma inhaler in the jail w/ the rec ,cedricdunn had no asthma inhaler
922852117047635973,RT @iFranky_1: @willielump_ @CallMe_JP nigga said stop it I got asthma ,
927273467438927873,in elementary school almost everyone in my class had asthma and i used to wish i had it so i would have an inhaler,"class had asthma,elementary school almost everyone"
926814601953599490,My sinus going crazy,sinus going
924772871079067648,RT @TOIStartup: Jerusalem cannabis guru to study effect of weed on asthma https://t.co/X44IGr1uEB,jerusalem cannabis guru to study effect
925378017228218368,I was asthmatic when young so in 2002 I had one of the worst attack in my entire asthma illness &amp; had six injections buy non worked.,worst attack
927005594178826240,RT @queermutt: i either have bronchitis or pneumonia but my girl still kisses me on the lips she is too good to me im crying,bronchitis or pneumonia
